INS_IDINSTRUMENTO	TEM_IDTEMA	IXP_ORDEN	PRE_TIPOPREGUNTA	PRE_IDPREGUNTA	PRE_PREGUNTA	RES_IDRESPUESTA	RES_RESPUESTA	RES_ACTIVA	ESCRIBIBLE
1	15	3	IN	164	En qué gastó el dinero, o qué recibió? <i><font color ="#006600">(Sólo aplica para quienes recibieron ayuda por desplazamiento forzado)</font></i>	576	Alojamiento	SI	SI
1	15	3	IN	164	En qué gastó el dinero, o qué recibió? <i><font color ="#006600">(Sólo aplica para quienes recibieron ayuda por desplazamiento forzado)</font></i>	577	Vestuario	SI	SI
1	15	3	IN	164	En qué gastó el dinero, o qué recibió? <i><font color ="#006600">(Sólo aplica para quienes recibieron ayuda por desplazamiento forzado)</font></i>	578	Atención médica	SI	SI
1	15	3	IN	164	En qué gastó el dinero, o qué recibió? <i><font color ="#006600">(Sólo aplica para quienes recibieron ayuda por desplazamiento forzado)</font></i>	579	Atención psicosocial	SI	SI
1	15	3	IN	164	En qué gastó el dinero, o qué recibió? <i><font color ="#006600">(Sólo aplica para quienes recibieron ayuda por desplazamiento forzado)</font></i>	580	Transporte	SI	SI
1	15	3	IN	164	En qué gastó el dinero, o qué recibió? <i><font color ="#006600">(Sólo aplica para quienes recibieron ayuda por desplazamiento forzado)</font></i>	581	Kit de habitabilidad (utensilios de aseo, de cocina, ollas, platos, cubiertos, etc; colchonetas, chinchorro o hamaca)	SI	SI
1	15	3	IN	164	En qué gastó el dinero, o qué recibió? <i><font color ="#006600">(Sólo aplica para quienes recibieron ayuda por desplazamiento forzado)</font></i>	582	Otro Cuál?	SI	SI
1	15	3	IN	164	En qué gastó el dinero, o qué recibió? <i><font color ="#006600">(Sólo aplica para quienes recibieron ayuda por desplazamiento forzado)</font></i>	1223	Agua potable	SI	SI
1	15	3	IN	164	En qué gastó el dinero, o qué recibió? <i><font color ="#006600">(Sólo aplica para quienes recibieron ayuda por desplazamiento forzado)</font></i>	1224	Saneamiento básico	SI	SI
1	15	4	IN	353	Después de haber sido incluido en el RUV y antes de haber cumplido un año de ocurrido el hecho victimizante, ¿… recibió la ayuda humanitaria?	1225	Sí	SI	SI
1	15	4	IN	353	Después de haber sido incluido en el RUV y antes de haber cumplido un año de ocurrido el hecho victimizante, ¿… recibió la ayuda humanitaria?	1226	No	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1229	Alimentación	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1230	Alojamiento	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1231	Vestuario	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1232	Atención médica	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1233	Atención psicosocial	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1234	Transporte	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1235	Kit de habitabilidad	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1236	Agua potable	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1237	Educación	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1238	Pago de deudas y préstamos	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1239	Pago de servicios públicos	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1240	Saneamiento básico	SI	SI
1	15	5	IN	354	¿En qué gastó el dinero, o qué recibió?	1241	Otra, Cuál?	SI	SI
1	15	6	GE	263	Observaciones a este capitulo	954		SI	SI
1	16	1	GE	355	Usted o algún miembro del hogar tenía un predio en Colombia, que debido a la violencia causada por un grupo armado:	1242	Ninguna de las anteriores	SI	SI
1	16	1	GE	355	Usted o algún miembro del hogar tenía un predio en Colombia, que debido a la violencia causada por un grupo armado:	1243	Permanece en él pero no puede acceder a su pleno goce	SI	SI
1	16	1	GE	355	Usted o algún miembro del hogar tenía un predio en Colombia, que debido a la violencia causada por un grupo armado:	1244	Tuvo que ceder o vender por presión o amenaza	SI	SI
1	16	1	GE	355	Usted o algún miembro del hogar tenía un predio en Colombia, que debido a la violencia causada por un grupo armado:	1245	Se vio obligado a abandonar	SI	SI
1	16	1	GE	355	Usted o algún miembro del hogar tenía un predio en Colombia, que debido a la violencia causada por un grupo armado:	1351	Tuvo que vender a un precio inferior	SI	SI
1	16	2	GE	166	Cuántos bienes inmuebles han perdido los miembros de este hogar?	585	1 Bien inmueble	SI	SI
1	16	2	GE	166	Cuántos bienes inmuebles han perdido los miembros de este hogar?	901	2 Bienes inmuebles	SI	SI
1	16	2	GE	166	Cuántos bienes inmuebles han perdido los miembros de este hogar?	902	3 Bienes inmuebles	SI	SI
1	16	2	GE	166	Cuántos bienes inmuebles han perdido los miembros de este hogar?	903	4 Bienes inmuebles	SI	SI
1	16	2	GE	166	Cuántos bienes inmuebles han perdido los miembros de este hogar?	904	5 Bienes inmuebles	SI	SI
1	16	3	GE	168	<i><font color="#006600">El primer bien inmueble </font></i> que abandonó o que le fue despojado es:	586	Vivienda Urbana	SI	SI
1	16	3	GE	168	<i><font color="#006600">El primer bien inmueble </font></i> que abandonó o que le fue despojado es:	587	Tierra/Lote con vivienda	SI	SI
1	16	3	GE	168	<i><font color="#006600">El primer bien inmueble </font></i> que abandonó o que le fue despojado es:	588	Tierra/Lote sin vivienda	SI	SI
1	16	3	GE	168	<i><font color="#006600">El primer bien inmueble </font></i> que abandonó o que le fue despojado es:	1246	Territorio Colectivo	SI	SI
1	16	4	GE	167	<i><font color="#006600">Donde esta ubicado el primer inmueble </font></i>	589		SI	SI
1	16	5	GE	358	¿Cuál es el nombre del Resguardo?	1258		SI	SI
1	16	6	GE	363	¿Con cuántos espacios contaba la vivienda?	1263		SI	SI
1	16	7	GE	169	¿Cuántos metros cuadrados tenia la vivienda <i><font color="#006600">(el primer inmueble despojado)</font></i>?	590		SI	SI
1	16	8	GE	170	¿Qué tamaño tenía el lote?	591		SI	SI
1	16	9	GE	172	¿En qué unidades de medida? (Lote)	593	Hectáreas	SI	SI
1	16	9	GE	172	¿En qué unidades de medida? (Lote)	594	Metros cuadrados	SI	SI
1	16	9	GE	172	¿En qué unidades de medida? (Lote)	595	Fanegadas	SI	SI
1	16	9	GE	172	¿En qué unidades de medida? (Lote)	596	Plazas	SI	SI
1	16	9	GE	172	¿En qué unidades de medida? (Lote)	597	Cuadras	SI	SI
1	16	9	GE	172	¿En qué unidades de medida? (Lote)	598	No sabe	SI	SI
1	16	9	GE	172	¿En qué unidades de medida? (Lote)	1250	Otra ¿Cúal?	SI	SI
1	16	10	GE	173	¿Qué relación tiene o tenía con <i><font color="#006600">el primer bien inmueble </font></i> que perdieron?	599	Propietario con documento registrado	SI	SI
1	16	10	GE	173	¿Qué relación tiene o tenía con <i><font color="#006600">el primer bien inmueble </font></i> que perdieron?	600	Poseedor	SI	SI
1	16	10	GE	173	¿Qué relación tiene o tenía con <i><font color="#006600">el primer bien inmueble </font></i> que perdieron?	601	Arrendatario con contrato escrito	SI	SI
1	16	10	GE	173	¿Qué relación tiene o tenía con <i><font color="#006600">el primer bien inmueble </font></i> que perdieron?	602	Arrendatario sin contrato escrito	SI	SI
1	16	10	GE	173	¿Qué relación tiene o tenía con <i><font color="#006600">el primer bien inmueble </font></i> que perdieron?	603	Usufructo	SI	SI
1	16	10	GE	173	¿Qué relación tiene o tenía con <i><font color="#006600">el primer bien inmueble </font></i> que perdieron?	604	Otro, Cuál?	SI	SI
1	16	10	GE	173	¿Qué relación tiene o tenía con <i><font color="#006600">el primer bien inmueble </font></i> que perdieron?	1268	Miembro/autoridad del colectivo	SI	SI
1	16	11	GE	174	Actualmente <i><font color="#006600">el primer bien </font></i>que abandonó o le fue despojado está:	605	Habitado o utilizado por usted mismo	SI	SI
1	16	11	GE	174	Actualmente <i><font color="#006600">el primer bien </font></i>que abandonó o le fue despojado está:	606	Habitado o utilizado por un tercero sin su consentimiento	SI	SI
1	16	11	GE	174	Actualmente <i><font color="#006600">el primer bien </font></i>que abandonó o le fue despojado está:	607	Habitado o utilizado por un tercero con su consentimiento	SI	SI
1	16	11	GE	174	Actualmente <i><font color="#006600">el primer bien </font></i>que abandonó o le fue despojado está:	608	Abandonado	SI	SI
1	16	11	GE	174	Actualmente <i><font color="#006600">el primer bien </font></i>que abandonó o le fue despojado está:	609	No sabe	SI	SI
1	16	12	GE	175	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	610	Unidad para las víctimas	SI	SI
1	16	12	GE	175	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	611	Acción social	SI	SI
1	16	12	GE	175	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	612	Unidad de Restitución de Tierras	SI	SI
1	16	12	GE	175	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	613	Ante un Juez	SI	SI
1	16	12	GE	175	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	614	Ante el Ministerio Público	SI	SI
1	16	12	GE	175	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	615	No ha solicitado	SI	SI
1	16	12	GE	175	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	1285	Alcaldia Municipal	SI	SI
1	16	13	GE	176	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	616	Por miedo o amenazas	SI	SI
1	16	13	GE	176	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	617	Porque no conocía el proceso	SI	SI
1	16	13	GE	176	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	618	Porque no confía en el proceso	SI	SI
1	16	13	GE	176	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	619	Porque el trámite era muy difícil	SI	SI
1	16	13	GE	176	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	620	Otro, ¿cuál?	SI	SI
1	16	14	GE	178	<i><font color="#006600">El segundo bien inmueble </font></i> que abandonó o que le fue despojado es:	621	Vivienda Urbana	SI	SI
1	16	14	GE	178	<i><font color="#006600">El segundo bien inmueble </font></i> que abandonó o que le fue despojado es:	622	Tierra/Lote con vivienda	SI	SI
1	16	14	GE	178	<i><font color="#006600">El segundo bien inmueble </font></i> que abandonó o que le fue despojado es:	623	Tierra/Lote sin vivienda	SI	SI
1	16	14	GE	178	<i><font color="#006600">El segundo bien inmueble </font></i> que abandonó o que le fue despojado es:	1254	Territorio Colectivo	SI	SI
1	16	15	GE	177	<i><font color="#006600">Donde esta ubicado el segundo inmueble </font></i>	624		SI	SI
1	16	16	GE	359	¿Cuál es el nombre del Resguardo?	1259		SI	SI
1	16	17	GE	364	¿Con cuántos espacios contaba la vivienda?	1264		SI	SI
1	16	18	GE	179	¿Cuántos metros cuadrados tenia la vivienda <i><font color="#006600">(el segundo inmueble despojado)</font></i>?	625		SI	SI
1	16	19	GE	180	¿Qué tamaño tenía el lote?	626		SI	SI
1	16	20	GE	182	¿En qué unidades de medida? (Lote)	628	Hectáreas	SI	SI
1	16	20	GE	182	¿En qué unidades de medida? (Lote)	629	Metros cuadrados	SI	SI
1	16	20	GE	182	¿En qué unidades de medida? (Lote)	630	Fanegadas	SI	SI
1	16	20	GE	182	¿En qué unidades de medida? (Lote)	631	Plazas	SI	SI
1	16	20	GE	182	¿En qué unidades de medida? (Lote)	632	Cuadras	SI	SI
1	16	20	GE	182	¿En qué unidades de medida? (Lote)	633	No sabe	SI	SI
1	16	20	GE	182	¿En qué unidades de medida? (Lote)	1272	Otra ¿Cúal?	SI	SI
1	16	21	GE	183	¿Qué relación tiene o tenía con <i><font color="#006600">el segundo bien inmueble </font></i> que perdieron?	634	Propietario con documento registrado	SI	SI
1	16	21	GE	183	¿Qué relación tiene o tenía con <i><font color="#006600">el segundo bien inmueble </font></i> que perdieron?	635	Poseedor	SI	SI
1	16	21	GE	183	¿Qué relación tiene o tenía con <i><font color="#006600">el segundo bien inmueble </font></i> que perdieron?	636	Arrendatario con contrato escrito	SI	SI
1	16	21	GE	183	¿Qué relación tiene o tenía con <i><font color="#006600">el segundo bien inmueble </font></i> que perdieron?	637	Arrendatario sin contrato escrito	SI	SI
1	16	21	GE	183	¿Qué relación tiene o tenía con <i><font color="#006600">el segundo bien inmueble </font></i> que perdieron?	638	Usufructo	SI	SI
1	16	21	GE	183	¿Qué relación tiene o tenía con <i><font color="#006600">el segundo bien inmueble </font></i> que perdieron?	639	Otro, Cuál?	SI	SI
1	16	21	GE	183	¿Qué relación tiene o tenía con <i><font color="#006600">el segundo bien inmueble </font></i> que perdieron?	1253	Miembro/autoridad del colectivo	SI	SI
1	16	22	GE	184	Actualmente <i><font color="#006600">el segundo bien </font></i>que abandonó o le fue despojado está:	640	Habitado o utilizado por usted mismo	SI	SI
1	16	22	GE	184	Actualmente <i><font color="#006600">el segundo bien </font></i>que abandonó o le fue despojado está:	641	Habitado o utilizado por un tercero sin su consentimiento	SI	SI
1	16	22	GE	184	Actualmente <i><font color="#006600">el segundo bien </font></i>que abandonó o le fue despojado está:	642	Habitado o utilizado por un tercero con su consentimiento	SI	SI
1	16	22	GE	184	Actualmente <i><font color="#006600">el segundo bien </font></i>que abandonó o le fue despojado está:	643	Abandonado	SI	SI
1	16	22	GE	184	Actualmente <i><font color="#006600">el segundo bien </font></i>que abandonó o le fue despojado está:	644	No sabe	SI	SI
1	16	23	GE	185	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	645	Unidad para las víctimas	SI	SI
1	16	23	GE	185	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	646	Acción social	SI	SI
1	16	23	GE	185	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	647	Unidad de Restitución de Tierras	SI	SI
1	16	23	GE	185	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	648	Ante un Juez	SI	SI
1	16	23	GE	185	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	649	Ante el Ministerio Público	SI	SI
1	16	23	GE	185	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	650	No ha solicitado	SI	SI
1	16	23	GE	185	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	1286	Alcaldia Municipal	SI	SI
1	16	24	GE	186	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	651	Por miedo o amenazas	SI	SI
1	16	24	GE	186	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	652	Porque no conocía el proceso	SI	SI
1	16	24	GE	186	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	653	Porque no confía en el proceso	SI	SI
1	16	24	GE	186	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	654	Porque el trámite era muy difícil	SI	SI
1	16	24	GE	186	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	655	Otro, Cuál?	SI	SI
1	16	25	GE	188	<i><font color="#006600">El tercer bien inmueble </font></i> que abandonó o que le fue despojado es:	656	Vivienda Urbana	SI	SI
1	16	25	GE	188	<i><font color="#006600">El tercer bien inmueble </font></i> que abandonó o que le fue despojado es:	657	Tierra/Lote con vivienda	SI	SI
1	16	25	GE	188	<i><font color="#006600">El tercer bien inmueble </font></i> que abandonó o que le fue despojado es:	658	Tierra/Lote sin vivienda	SI	SI
1	16	25	GE	188	<i><font color="#006600">El tercer bien inmueble </font></i> que abandonó o que le fue despojado es:	1255	Territorio Colectivo	SI	SI
1	16	26	GE	187	<i><font color="#006600">Donde esta ubicado el tercer inmueble </font></i>	659		SI	SI
1	16	27	GE	360	¿Cuál es el nombre del Resguardo?	1260		SI	SI
1	16	28	GE	365	¿Con cuántos espacios contaba la vivienda?	1265		SI	SI
1	16	29	GE	189	¿Cuántos metros cuadrados tenia la vivienda <i><font color="#006600">(el tercer inmueble despojado)</font></i>?	660		SI	SI
1	16	30	GE	190	¿Qué tamaño tenía el lote?	661		SI	SI
1	16	31	GE	192	¿En qué unidades de medida? (Lote)	663	Hectáreas	SI	SI
1	16	31	GE	192	¿En qué unidades de medida? (Lote)	664	Metros cuadrados	SI	SI
1	16	31	GE	192	¿En qué unidades de medida? (Lote)	665	Fanegadas	SI	SI
1	16	31	GE	192	¿En qué unidades de medida? (Lote)	666	Plazas	SI	SI
1	16	31	GE	192	¿En qué unidades de medida? (Lote)	667	Cuadras	SI	SI
1	16	31	GE	192	¿En qué unidades de medida? (Lote)	668	No sabe	SI	SI
1	16	31	GE	192	¿En qué unidades de medida? (Lote)	1273	Otra ¿Cúal?	SI	SI
1	16	32	GE	193	¿Qué relación tiene o tenía con <i><font color="#006600">el tercer bien inmueble </font></i> que perdieron?	669	Propietario con documento registrado	SI	SI
1	16	32	GE	193	¿Qué relación tiene o tenía con <i><font color="#006600">el tercer bien inmueble </font></i> que perdieron?	670	Poseedor	SI	SI
1	16	32	GE	193	¿Qué relación tiene o tenía con <i><font color="#006600">el tercer bien inmueble </font></i> que perdieron?	671	Arrendatario con contrato escrito	SI	SI
1	16	32	GE	193	¿Qué relación tiene o tenía con <i><font color="#006600">el tercer bien inmueble </font></i> que perdieron?	672	Arrendatario sin contrato escrito	SI	SI
1	16	32	GE	193	¿Qué relación tiene o tenía con <i><font color="#006600">el tercer bien inmueble </font></i> que perdieron?	673	Usufructo	SI	SI
1	16	32	GE	193	¿Qué relación tiene o tenía con <i><font color="#006600">el tercer bien inmueble </font></i> que perdieron?	674	Otro, Cuál?	SI	SI
1	16	32	GE	193	¿Qué relación tiene o tenía con <i><font color="#006600">el tercer bien inmueble </font></i> que perdieron?	1269	Miembro/autoridad del colectivo	SI	SI
1	16	33	GE	194	Actualmente <i><font color="#006600">el tercer bien </font></i>que abandonó o le fue despojado está:	675	Habitado o utilizado por usted mismo	SI	SI
1	16	33	GE	194	Actualmente <i><font color="#006600">el tercer bien </font></i>que abandonó o le fue despojado está:	676	Habitado o utilizado por un tercero sin su consentimiento	SI	SI
1	16	33	GE	194	Actualmente <i><font color="#006600">el tercer bien </font></i>que abandonó o le fue despojado está:	677	Habitado o utilizado por un tercero con su consentimiento	SI	SI
1	16	33	GE	194	Actualmente <i><font color="#006600">el tercer bien </font></i>que abandonó o le fue despojado está:	678	Abandonado	SI	SI
1	16	33	GE	194	Actualmente <i><font color="#006600">el tercer bien </font></i>que abandonó o le fue despojado está:	679	No sabe	SI	SI
1	16	34	GE	195	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	680	Unidad para las víctimas	SI	SI
1	16	34	GE	195	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	681	Acción social	SI	SI
1	16	34	GE	195	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	682	Unidad de Restitución de Tierras	SI	SI
1	16	34	GE	195	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	683	Ante un Juez	SI	SI
1	16	34	GE	195	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	684	Ante el Ministerio Público	SI	SI
1	16	34	GE	195	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	685	No ha solicitado	SI	SI
1	16	34	GE	195	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	1287	Alcaldia Municipal	SI	SI
1	16	35	GE	196	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	686	Por miedo o amenazas	SI	SI
1	16	35	GE	196	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	687	Porque no conocía el proceso	SI	SI
1	16	35	GE	196	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	688	Porque no confía en el proceso	SI	SI
1	16	35	GE	196	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	689	Porque el trámite era muy difícil	SI	SI
1	16	35	GE	196	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	690	Otro, ¿cuál?	SI	SI
1	16	36	GE	198	<i><font color="#006600">El cuarto bien inmueble </font></i> que abandonó o que le fue despojado es:	691	Vivienda Urbana	SI	SI
1	16	36	GE	198	<i><font color="#006600">El cuarto bien inmueble </font></i> que abandonó o que le fue despojado es:	692	Tierra/Lote con vivienda	SI	SI
1	16	36	GE	198	<i><font color="#006600">El cuarto bien inmueble </font></i> que abandonó o que le fue despojado es:	693	Tierra/Lote sin vivienda	SI	SI
1	16	36	GE	198	<i><font color="#006600">El cuarto bien inmueble </font></i> que abandonó o que le fue despojado es:	1256	Territorio Colectivo	SI	SI
1	16	37	GE	197	<i><font color="#006600">Donde esta ubicado el cuarto inmueble </font></i>	694		SI	SI
1	16	38	GE	361	¿Cuál es el nombre del Resguardo?	1261		SI	SI
1	16	39	GE	366	¿Con cuántos espacios contaba la vivienda?	1266		SI	SI
1	16	40	GE	199	¿Cuántos metros cuadrados tenia la vivienda <i><font color="#006600">(el cuarto inmueble despojado)</font></i>?	695		SI	SI
1	16	41	GE	200	¿Qué tamaño tenía el lote?	696		SI	SI
1	16	42	GE	202	¿En qué unidades de medida? (Lote)	698	Hectáreas	SI	SI
1	16	42	GE	202	¿En qué unidades de medida? (Lote)	699	Metros cuadrados	SI	SI
1	16	42	GE	202	¿En qué unidades de medida? (Lote)	700	Fanegadas	SI	SI
1	16	42	GE	202	¿En qué unidades de medida? (Lote)	701	Plazas	SI	SI
1	16	42	GE	202	¿En qué unidades de medida? (Lote)	702	Cuadras	SI	SI
1	16	42	GE	202	¿En qué unidades de medida? (Lote)	703	No sabe	SI	SI
1	16	42	GE	202	¿En qué unidades de medida? (Lote)	1274	Otra ¿Cúal?	SI	SI
1	16	43	GE	203	¿Qué relación tiene o tenía con <i><font color="#006600">el cuarto bien inmueble </font></i> que perdieron?	704	Propietario con documento registrado	SI	SI
1	16	43	GE	203	¿Qué relación tiene o tenía con <i><font color="#006600">el cuarto bien inmueble </font></i> que perdieron?	705	Poseedor	SI	SI
1	16	43	GE	203	¿Qué relación tiene o tenía con <i><font color="#006600">el cuarto bien inmueble </font></i> que perdieron?	706	Arrendatario con contrato escrito	SI	SI
1	16	43	GE	203	¿Qué relación tiene o tenía con <i><font color="#006600">el cuarto bien inmueble </font></i> que perdieron?	707	Arrendatario sin contrato escrito	SI	SI
1	16	43	GE	203	¿Qué relación tiene o tenía con <i><font color="#006600">el cuarto bien inmueble </font></i> que perdieron?	708	Usufructo	SI	SI
1	16	43	GE	203	¿Qué relación tiene o tenía con <i><font color="#006600">el cuarto bien inmueble </font></i> que perdieron?	709	Otro, Cuál?	SI	SI
1	16	43	GE	203	¿Qué relación tiene o tenía con <i><font color="#006600">el cuarto bien inmueble </font></i> que perdieron?	1270	Miembro/autoridad del colectivo	SI	SI
1	16	44	GE	204	Actualmente <i><font color="#006600">el cuarto bien </font></i>que abandonó o le fue despojado está:	710	Habitado o utilizado por usted mismo	SI	SI
1	16	44	GE	204	Actualmente <i><font color="#006600">el cuarto bien </font></i>que abandonó o le fue despojado está:	711	Habitado o utilizado por un tercero sin su consentimiento	SI	SI
1	16	44	GE	204	Actualmente <i><font color="#006600">el cuarto bien </font></i>que abandonó o le fue despojado está:	712	Habitado o utilizado por un tercero con su consentimiento	SI	SI
1	16	44	GE	204	Actualmente <i><font color="#006600">el cuarto bien </font></i>que abandonó o le fue despojado está:	713	Abandonado	SI	SI
1	16	44	GE	204	Actualmente <i><font color="#006600">el cuarto bien </font></i>que abandonó o le fue despojado está:	714	No sabe	SI	SI
1	16	45	GE	205	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	715	Unidad para las víctimas	SI	SI
1	16	45	GE	205	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	716	Acción social	SI	SI
1	16	45	GE	205	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	717	Unidad de Restitución de Tierras	SI	SI
1	16	45	GE	205	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	718	Ante un Juez	SI	SI
1	16	45	GE	205	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	719	Ante el Ministerio Público	SI	SI
1	16	45	GE	205	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	720	No ha solicitado	SI	SI
1	16	45	GE	205	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	1288	Alcaldia Municipal	SI	SI
1	16	46	GE	206	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	721	Por miedo o amenazas	SI	SI
1	16	46	GE	206	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	722	Porque no conocía el proceso	SI	SI
