INS_IDINSTRUMENTO	TEM_IDTEMA	IXP_ORDEN	PRE_TIPOPREGUNTA	PRE_IDPREGUNTA	PRE_PREGUNTA	RES_IDRESPUESTA	RES_RESPUESTA	RES_ACTIVA	ESCRIBIBLE
1	49	3	GE	1278	¿DE LAS SIGUIENTES ACTIVIDADES COMPLEMENTARIAS CUÁLES DESARROLLA?	4180	NINGUNA	SI	SI
1	49	4	GE	1279	¿CUÁL ES EL TIPO DE PRODUCCIÓN AGRÍCOLA DE LA COMUNIDAD?	4181	MONOCULTIVO – CULTIVO LIMITADO	SI	SI
1	49	4	GE	1279	¿CUÁL ES EL TIPO DE PRODUCCIÓN AGRÍCOLA DE LA COMUNIDAD?	4182	MÁS DE LA MITAD EN MONOCULTIVO	SI	SI
1	49	4	GE	1279	¿CUÁL ES EL TIPO DE PRODUCCIÓN AGRÍCOLA DE LA COMUNIDAD?	4183	DIVERSIFICADO/ASOCIADO (CONUCOS, CHAGRAS, HUERTAS, PARCELAS ETC)	SI	SI
1	49	4	GE	1279	¿CUÁL ES EL TIPO DE PRODUCCIÓN AGRÍCOLA DE LA COMUNIDAD?	4184	NINGUNA	SI	SI
1	49	5	GE	1280	POR FAVOR IDENTIFIQUE CUALES DE LOS SIGUIENTES ALIMENTOS SE PRODUCE / CULTIVA EN LA COMUNIDAD: 	4185	CEREALES Y TUBÉRCULOS (PLÁTANOS, YUCA, ÑAME, PAPA, MAÍZ, ARROZ, AVENA, SORGO, PASTA, MILLO, PAN, OTROS)	SI	SI
1	49	5	GE	1280	POR FAVOR IDENTIFIQUE CUALES DE LOS SIGUIENTES ALIMENTOS SE PRODUCE / CULTIVA EN LA COMUNIDAD: 	4186	LEGUMINOSAS (FRÍJOLES, ARVEJA, NUECES, GARBANZO, LENTEJAS)	SI	SI
1	49	5	GE	1280	POR FAVOR IDENTIFIQUE CUALES DE LOS SIGUIENTES ALIMENTOS SE PRODUCE / CULTIVA EN LA COMUNIDAD: 	4187	HORTALIZAS Y VERDURAS (TOMATE, CEBOLLA, AHUYAMA, HABICHUELA, ZANAHORIA, ESPINACA, PIMENTÓN)	SI	SI
1	49	5	GE	1280	POR FAVOR IDENTIFIQUE CUALES DE LOS SIGUIENTES ALIMENTOS SE PRODUCE / CULTIVA EN LA COMUNIDAD: 	4188	FRUTAS	SI	SI
1	49	5	GE	1280	POR FAVOR IDENTIFIQUE CUALES DE LOS SIGUIENTES ALIMENTOS SE PRODUCE / CULTIVA EN LA COMUNIDAD: 	4189	LÁCTEOS (LECHE, QUESO, YOGOURT, OTROS)	SI	SI
1	49	5	GE	1280	POR FAVOR IDENTIFIQUE CUALES DE LOS SIGUIENTES ALIMENTOS SE PRODUCE / CULTIVA EN LA COMUNIDAD: 	4190	OTRA ¿CUÁL?	SI	SI
1	49	5	GE	1280	POR FAVOR IDENTIFIQUE CUALES DE LOS SIGUIENTES ALIMENTOS SE PRODUCE / CULTIVA EN LA COMUNIDAD: 	4191	NINGUNA	SI	SI
1	49	6	GE	1281	VERIFIQUE SOBRE EL TERRITORIO LA CAPACIDAD DE LA COMUNIDAD PARA LA PRODUCCIÓN ANIMAL, QUE GARANTICE UNOS MÍNIMOS PARA LA SUBSISTENCIA:	4192	AVÍCOLAS (POLLOS, GALLINAS, PATOS, PAVOS, ETC)	SI	SI
1	49	6	GE	1281	VERIFIQUE SOBRE EL TERRITORIO LA CAPACIDAD DE LA COMUNIDAD PARA LA PRODUCCIÓN ANIMAL, QUE GARANTICE UNOS MÍNIMOS PARA LA SUBSISTENCIA:	4193	PORCINOS (CERDOS)	SI	SI
1	49	6	GE	1281	VERIFIQUE SOBRE EL TERRITORIO LA CAPACIDAD DE LA COMUNIDAD PARA LA PRODUCCIÓN ANIMAL, QUE GARANTICE UNOS MÍNIMOS PARA LA SUBSISTENCIA:	4194	BOVINOS (VACAS)	SI	SI
1	49	6	GE	1281	VERIFIQUE SOBRE EL TERRITORIO LA CAPACIDAD DE LA COMUNIDAD PARA LA PRODUCCIÓN ANIMAL, QUE GARANTICE UNOS MÍNIMOS PARA LA SUBSISTENCIA:	4195	OVINOS Y CAPRINOS (OVEJAS, CHIVOS)	SI	SI
1	49	6	GE	1281	VERIFIQUE SOBRE EL TERRITORIO LA CAPACIDAD DE LA COMUNIDAD PARA LA PRODUCCIÓN ANIMAL, QUE GARANTICE UNOS MÍNIMOS PARA LA SUBSISTENCIA:	4196	PECUARIAS (PESCADO, CANGREJO, JAIBA, CAMARÓN, OSTRAS)	SI	SI
1	49	6	GE	1281	VERIFIQUE SOBRE EL TERRITORIO LA CAPACIDAD DE LA COMUNIDAD PARA LA PRODUCCIÓN ANIMAL, QUE GARANTICE UNOS MÍNIMOS PARA LA SUBSISTENCIA:	4197	CUNÍCOLA (CONEJOS, CUYES)	SI	SI
1	49	6	GE	1281	VERIFIQUE SOBRE EL TERRITORIO LA CAPACIDAD DE LA COMUNIDAD PARA LA PRODUCCIÓN ANIMAL, QUE GARANTICE UNOS MÍNIMOS PARA LA SUBSISTENCIA:	4198	PANALES PARA LA APICULTURA (MIEL DE ABEJA)	SI	SI
1	49	6	GE	1281	VERIFIQUE SOBRE EL TERRITORIO LA CAPACIDAD DE LA COMUNIDAD PARA LA PRODUCCIÓN ANIMAL, QUE GARANTICE UNOS MÍNIMOS PARA LA SUBSISTENCIA:	4199	NINGUNA	SI	SI
1	49	7	GE	1282	DE ACUERDO CON SUS USOS Y COSTUMBRES, CONSIDERA QUE, ¿LA PRODUCCIÓN ANIMAL QUE ACTUALMENTE POSEE ES SUFICIENTE Y ADECUADA PARA LA ALIMENTACIÓN DE SU COMUNIDAD?	4200	SI	SI	SI
1	49	7	GE	1282	DE ACUERDO CON SUS USOS Y COSTUMBRES, CONSIDERA QUE, ¿LA PRODUCCIÓN ANIMAL QUE ACTUALMENTE POSEE ES SUFICIENTE Y ADECUADA PARA LA ALIMENTACIÓN DE SU COMUNIDAD?	4201	NO	SI	SI
1	49	8	GE	1283	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? CEREALES Y TUBÉRCULOS (PLÁTANOS, YUCA, ÑAME, PAPA, MAÍZ, ARROZ, AVENA, SORGO, PASTA, PAN, OTROS)	4202	SI ¿CUÁNTOS DÍAS?	SI	SI
1	49	8	GE	1283	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? CEREALES Y TUBÉRCULOS (PLÁTANOS, YUCA, ÑAME, PAPA, MAÍZ, ARROZ, AVENA, SORGO, PASTA, PAN, OTROS)	4203	NO	SI	SI
1	49	9	GE	1292	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES ALIMENTOS HA CONSUMIDO SU COMUNIDAD? : CEREALES Y TUBÉRCULOS (PLÁTANOS, YUCA, ÑAME, PAPA, MAÍZ, ARROZ, AVENA, SORGO, PASTA, PAN, OTROS)	4220		SI	SI
1	49	10	GE	1284	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? LEGUMINOSAS (FRÍJOLES, ARVEJA, NUECES, GARBANZO, LENTEJAS)	4204	SI ¿CUÁNTOS DÍAS?	SI	SI
1	49	10	GE	1284	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? LEGUMINOSAS (FRÍJOLES, ARVEJA, NUECES, GARBANZO, LENTEJAS)	4205	NO	SI	SI
1	49	11	GE	1293	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES ALIMENTOS HA CONSUMIDO SU COMUNIDAD?: LEGUMINOSAS (FRÍJOLES, ARVEJA, NUECES, GARBANZO, LENTEJAS)	4221		SI	SI
1	49	12	GE	1285	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? HORTALIZAS Y VERDURAS (TOMATE, CEBOLLA, AHUYAMA, HABICHUELA, ZANAHORIA, ESPINACA, PIMENTÓN)	4206	SI ¿CUÁNTOS DÍAS?	SI	SI
1	49	12	GE	1285	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? HORTALIZAS Y VERDURAS (TOMATE, CEBOLLA, AHUYAMA, HABICHUELA, ZANAHORIA, ESPINACA, PIMENTÓN)	4207	NO	SI	SI
1	49	13	GE	1294	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES ALIMENTOS HA CONSUMIDO SU COMUNIDAD?: HORTALIZAS Y VERDURAS (TOMATE, CEBOLLA, AHUYAMA, HABICHUELA, ZANAHORIA, ESPINACA, PIMENTÓN)	4222		SI	SI
1	49	14	GE	1286	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? FRUTAS	4208	SI ¿CUÁNTOS DÍAS?	SI	SI
1	49	14	GE	1286	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? FRUTAS	4209	NO	SI	SI
1	49	15	GE	1295	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES ALIMENTOS HA CONSUMIDO SU COMUNIDAD?: FRUTAS	4223		SI	SI
1	49	16	GE	1287	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? CARNES Y PESCADO	4210	SI ¿CUÁNTOS DÍAS?	SI	SI
1	49	16	GE	1287	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? CARNES Y PESCADO	4211	NO	SI	SI
1	49	17	GE	1296	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES ALIMENTOS HA CONSUMIDO SU COMUNIDAD?: CARNES Y PESCADO	4224		SI	SI
1	49	18	GE	1288	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? LÁCTEOS (LECHE, QUESO, YOGOURT, OTROS)	4212	SI ¿CUÁNTOS DÍAS?	SI	SI
1	49	18	GE	1288	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? LÁCTEOS (LECHE, QUESO, YOGOURT, OTROS)	4213	NO	SI	SI
1	49	19	GE	1297	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES ALIMENTOS HA CONSUMIDO SU COMUNIDAD?: LÁCTEOS (LECHE, QUESO, YOGOURT, OTROS)	4225		SI	SI
1	49	20	GE	1289	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? AZÚCARES Y DERIVADOS	4214	SI ¿CUÁNTOS DÍAS?	SI	SI
1	49	20	GE	1289	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? AZÚCARES Y DERIVADOS	4215	NO	SI	SI
1	49	21	GE	1298	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES ALIMENTOS HA CONSUMIDO SU COMUNIDAD?: AZÚCARES Y DERIVADOS	4226		SI	SI
1	49	22	GE	1290	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? ACEITES, MARGARINAS Y MANTEQUILLA	4216	SI ¿CUÁNTOS DÍAS?	SI	SI
1	49	22	GE	1290	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? ACEITES, MARGARINAS Y MANTEQUILLA	4217	NO	SI	SI
1	49	23	GE	1299	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES ALIMENTOS HA CONSUMIDO SU COMUNIDAD?: ACEITES, MARGARINAS Y MANTEQUILLA	4227		SI	SI
1	49	24	GE	1291	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? CONDIMENTOS	4218	SI ¿CUÁNTOS DÍAS?	SI	SI
1	49	24	GE	1291	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES DE LOS SIGUIENTES ALIMENTOS HA CONSUMIDO SU COMUNIDAD, DURANTE CUANTOS DÍAS? CONDIMENTOS	4219	NO	SI	SI
1	49	25	GE	1300	¿DURANTE LA ÚLTIMA SEMANA, CUÁLES ALIMENTOS HA CONSUMIDO SU COMUNIDAD?: CONDIMENTOS	4228		SI	SI
1	49	26	GE	1301	¿CÓMO ADQUIEREN LOS ALIMENTOS QUE CONSUME LA COMUNIDAD?	4229		SI	SI
1	49	27	GE	1302	¿LA COMUNIDAD CUENTA CON FUENTES DE AGUA PARA SU CONSUMO Y PROCESAMIENTO DE ALIMENTOS?	4230	SI	SI	SI
1	49	27	GE	1302	¿LA COMUNIDAD CUENTA CON FUENTES DE AGUA PARA SU CONSUMO Y PROCESAMIENTO DE ALIMENTOS?	4231	NO	SI	SI
1	49	28	GE	1303	¿CUÁL ES SU PERCEPCIÓN RESPECTO A LA CALIDAD DEL AGUA QUE LA COMUNIDAD UTILIZA PARA SU CONSUMO Y PROCESAMIENTO DE ALIMENTOS?	4232	BUENA	SI	SI
1	49	28	GE	1303	¿CUÁL ES SU PERCEPCIÓN RESPECTO A LA CALIDAD DEL AGUA QUE LA COMUNIDAD UTILIZA PARA SU CONSUMO Y PROCESAMIENTO DE ALIMENTOS?	4233	MALA	SI	SI
1	49	29	GE	1304	¿CUÁL ES SU PERCEPCIÓN RESPECTO A LA CANTIDAD DEL AGUA QUE LA COMUNIDAD UTILIZA PARA SU CONSUMO Y PROCESAMIENTO DE ALIMENTOS?	4234	SUFICIENTE	SI	SI
1	49	29	GE	1304	¿CUÁL ES SU PERCEPCIÓN RESPECTO A LA CANTIDAD DEL AGUA QUE LA COMUNIDAD UTILIZA PARA SU CONSUMO Y PROCESAMIENTO DE ALIMENTOS?	4235	INSUFICIENTE	SI	SI
1	49	30	GE	1305	¿DE DÓNDE OBTIENE PRINCIPALMENTE ESTE HOGAR EL AGUA PARA CONSUMO HUMANO?	4236	DE ACUEDUCTO POR TUBERÍA	SI	SI
1	49	30	GE	1305	¿DE DÓNDE OBTIENE PRINCIPALMENTE ESTE HOGAR EL AGUA PARA CONSUMO HUMANO?	4237	DE OTRA FUENTE POR TUBERÍA	SI	SI
1	49	30	GE	1305	¿DE DÓNDE OBTIENE PRINCIPALMENTE ESTE HOGAR EL AGUA PARA CONSUMO HUMANO?	4238	DE POZO CON BOMBA	SI	SI
1	49	30	GE	1305	¿DE DÓNDE OBTIENE PRINCIPALMENTE ESTE HOGAR EL AGUA PARA CONSUMO HUMANO?	4239	DE POZO SIN BOMBA, ALJIBE, JAGÜEY O BARRENO	SI	SI
1	49	30	GE	1305	¿DE DÓNDE OBTIENE PRINCIPALMENTE ESTE HOGAR EL AGUA PARA CONSUMO HUMANO?	4240	AGUAS LLUVIAS	SI	SI
1	49	30	GE	1305	¿DE DÓNDE OBTIENE PRINCIPALMENTE ESTE HOGAR EL AGUA PARA CONSUMO HUMANO?	4241	RÍO, QUEBRADA, NACIMIENTO O MANANTIAL	SI	SI
1	49	30	GE	1305	¿DE DÓNDE OBTIENE PRINCIPALMENTE ESTE HOGAR EL AGUA PARA CONSUMO HUMANO?	4242	DE PILA PÚBLICA	SI	SI
1	49	30	GE	1305	¿DE DÓNDE OBTIENE PRINCIPALMENTE ESTE HOGAR EL AGUA PARA CONSUMO HUMANO?	4243	CARROTANQUE	SI	SI
1	49	30	GE	1305	¿DE DÓNDE OBTIENE PRINCIPALMENTE ESTE HOGAR EL AGUA PARA CONSUMO HUMANO?	4244	RESERVORIO DE AGUAS LLUVIAS Y POZOS ARTESANALES Y POZOS DE FERROCEMENTOS	SI	SI
1	49	30	GE	1305	¿DE DÓNDE OBTIENE PRINCIPALMENTE ESTE HOGAR EL AGUA PARA CONSUMO HUMANO?	4245	OTRO. ¿CUÁL? _____________	SI	SI
1	49	31	GE	1306	¿LA COMUNIDAD CUENTA CON FUENTES DE ENERGÍA PARA EL PROCESAMIENTO DE LOS ALIMENTOS EN EL LUGAR DE ASENTAMIENTO (ENERGÍA ELÉCTRICA, GAS, LEÑA, CARBÓN, GASOLINA, PLANTA ELÉCTRICA?	4246	SI	SI	SI
1	49	31	GE	1306	¿LA COMUNIDAD CUENTA CON FUENTES DE ENERGÍA PARA EL PROCESAMIENTO DE LOS ALIMENTOS EN EL LUGAR DE ASENTAMIENTO (ENERGÍA ELÉCTRICA, GAS, LEÑA, CARBÓN, GASOLINA, PLANTA ELÉCTRICA?	4247	NO	SI	SI
1	49	32	GE	1307	POR FAVOR IDENTIFIQUE, CUALES SON LOS TIPOS DE FUENTES DE ENERGÍA QUE HABITUALMENTE UTILIZA SU COMUNIDAD PARA EL PROCESAMIENTO DE LOS ALIMENTOS,	4248	ELECTRICIDAD	SI	SI
1	49	32	GE	1307	POR FAVOR IDENTIFIQUE, CUALES SON LOS TIPOS DE FUENTES DE ENERGÍA QUE HABITUALMENTE UTILIZA SU COMUNIDAD PARA EL PROCESAMIENTO DE LOS ALIMENTOS,	4249	PETRÓLEO, GASOLINA, KEROSENE, ALCOHOL	SI	SI
1	49	32	GE	1307	POR FAVOR IDENTIFIQUE, CUALES SON LOS TIPOS DE FUENTES DE ENERGÍA QUE HABITUALMENTE UTILIZA SU COMUNIDAD PARA EL PROCESAMIENTO DE LOS ALIMENTOS,	4250	GAS NATURAL CONECTADO A RED PÚBLICA	SI	SI
1	49	32	GE	1307	POR FAVOR IDENTIFIQUE, CUALES SON LOS TIPOS DE FUENTES DE ENERGÍA QUE HABITUALMENTE UTILIZA SU COMUNIDAD PARA EL PROCESAMIENTO DE LOS ALIMENTOS,	4251	GAS PROPANO EN CILINDRO O PIPETA	SI	SI
1	49	32	GE	1307	POR FAVOR IDENTIFIQUE, CUALES SON LOS TIPOS DE FUENTES DE ENERGÍA QUE HABITUALMENTE UTILIZA SU COMUNIDAD PARA EL PROCESAMIENTO DE LOS ALIMENTOS,	4252	LEÑA, MADERA O CARBÓN DE LEÑA	SI	SI
1	49	32	GE	1307	POR FAVOR IDENTIFIQUE, CUALES SON LOS TIPOS DE FUENTES DE ENERGÍA QUE HABITUALMENTE UTILIZA SU COMUNIDAD PARA EL PROCESAMIENTO DE LOS ALIMENTOS,	4253	CARBÓN MINERAL	SI	SI
1	49	32	GE	1307	POR FAVOR IDENTIFIQUE, CUALES SON LOS TIPOS DE FUENTES DE ENERGÍA QUE HABITUALMENTE UTILIZA SU COMUNIDAD PARA EL PROCESAMIENTO DE LOS ALIMENTOS,	4254	MATERIALES DE DESECHO	SI	SI
1	49	32	GE	1307	POR FAVOR IDENTIFIQUE, CUALES SON LOS TIPOS DE FUENTES DE ENERGÍA QUE HABITUALMENTE UTILIZA SU COMUNIDAD PARA EL PROCESAMIENTO DE LOS ALIMENTOS,	4255	OTRO	SI	SI
1	49	33	GE	1308	DE ACUERDO CON SUS USOS Y COSTUMBRES, CONSIDERA QUE, ¿LAS FUENTES DE ENERGÍA QUE ACTUALMENTE POSEE SON SUFICIENTES Y ADECUADAS PARA EL PROCESAMIENTO DE ALIMENTOS EN SU COMUNIDAD?	4256	SI	SI	SI
1	49	33	GE	1308	DE ACUERDO CON SUS USOS Y COSTUMBRES, CONSIDERA QUE, ¿LAS FUENTES DE ENERGÍA QUE ACTUALMENTE POSEE SON SUFICIENTES Y ADECUADAS PARA EL PROCESAMIENTO DE ALIMENTOS EN SU COMUNIDAD?	4257	NO	SI	SI
1	49	34	GE	1309	¿CON QUÉ FRECUENCIA LA COMUNIDAD CUENTA CON LUGARES DE ACOPIO Y/O DISPONE DE ESPACIOS QUE GARANTICEN LA CONSERVACIÓN DE ALIMENTOS?	4258	NUNCA	SI	SI
1	49	34	GE	1309	¿CON QUÉ FRECUENCIA LA COMUNIDAD CUENTA CON LUGARES DE ACOPIO Y/O DISPONE DE ESPACIOS QUE GARANTICEN LA CONSERVACIÓN DE ALIMENTOS?	4259	MAYOR PARTE DEL TIEMPO	SI	SI
1	49	34	GE	1309	¿CON QUÉ FRECUENCIA LA COMUNIDAD CUENTA CON LUGARES DE ACOPIO Y/O DISPONE DE ESPACIOS QUE GARANTICEN LA CONSERVACIÓN DE ALIMENTOS?	4260	SIEMPRE QUE LA COMUNIDAD LO NECESITE	SI	SI
1	49	35	GE	1310	¿DURANTE LOS ÚLTIMOS SEIS MESES, LOS LUGARES DESTINADOS A LA PRODUCCIÓN (FAMILIAR O COMUNITARIA) Y DE ACCESO AL AGUA SE HAN VISTO AFECTADOS POR HECHOS RELACIONADOS CON EL CONFLICTO ARMADO (SIEMBRA DE MINAS ANTIPERSONAL, ASPERSIONES, ABANDONO POR RESTRICCIONES A LA MOVILIDAD O CONFINAMIENTO, CONTAMINACIÓN DE FUENTES HIDRICAS?	4261	SI	SI	SI
1	49	35	GE	1310	¿DURANTE LOS ÚLTIMOS SEIS MESES, LOS LUGARES DESTINADOS A LA PRODUCCIÓN (FAMILIAR O COMUNITARIA) Y DE ACCESO AL AGUA SE HAN VISTO AFECTADOS POR HECHOS RELACIONADOS CON EL CONFLICTO ARMADO (SIEMBRA DE MINAS ANTIPERSONAL, ASPERSIONES, ABANDONO POR RESTRICCIONES A LA MOVILIDAD O CONFINAMIENTO, CONTAMINACIÓN DE FUENTES HIDRICAS?	4262	NO	SI	SI
1	49	36	GE	1311	POR FAVOR IDENTIFIQUE LOS HECHOS	4263	SIEMBRA DE MINAS ANTIPERSONAL	SI	SI
1	49	36	GE	1311	POR FAVOR IDENTIFIQUE LOS HECHOS	4264	ASPERSIONES	SI	SI
1	49	36	GE	1311	POR FAVOR IDENTIFIQUE LOS HECHOS	4265	ABANDONO POR RESTRICCIÓN A LA MOVILIDAD O CONFINAMIENTO	SI	SI
1	49	36	GE	1311	POR FAVOR IDENTIFIQUE LOS HECHOS	4266	CONTAMINACIÓN DE FUENTES HÍDRICAS	SI	SI
1	49	37	GE	1312	¿DURANTE LOS ÚLTIMOS SEIS MESES, SE HAN PRESENTADO HECHOS DE APROPIACIÓN Y/O HURTO DE BIENES DE SUBSISTENCIA DE LA COMUNIDAD POR PARTE DE GRUPOS ARMADOS? (INCLUYE LA ATENCIÓN HUMANITARIA ENTREGADA POR LA UNIDAD PARA LAS VÍCTIMAS)	4267	SI ¿CUÁNTAS VECES?	SI	SI
1	49	37	GE	1312	¿DURANTE LOS ÚLTIMOS SEIS MESES, SE HAN PRESENTADO HECHOS DE APROPIACIÓN Y/O HURTO DE BIENES DE SUBSISTENCIA DE LA COMUNIDAD POR PARTE DE GRUPOS ARMADOS? (INCLUYE LA ATENCIÓN HUMANITARIA ENTREGADA POR LA UNIDAD PARA LAS VÍCTIMAS)	4268	NO	SI	SI
1	49	38	GE	1313	OBSERVACIONES A ESTE CAPITULO	4269		SI	SI
1	50	1	GE	1314	EL TERRITORIO EN EL QUE SE ENCUENTRA ASENTADA LA COMUNIDAD DESPLAZADA ES: 	4270	TERRITORIO PROPIO	SI	SI
1	50	1	GE	1314	EL TERRITORIO EN EL QUE SE ENCUENTRA ASENTADA LA COMUNIDAD DESPLAZADA ES: 	4271	UN TERRITORIO DE ACOGIDA (RESGUARDO O LOTE EN PRÉSTAMO, ACUERDO DE USUFRUCTO, COMODATO)	SI	SI
1	50	1	GE	1314	EL TERRITORIO EN EL QUE SE ENCUENTRA ASENTADA LA COMUNIDAD DESPLAZADA ES: 	4272	UN TERRENO PRIVADO EN ARRIENDO	SI	SI
1	50	1	GE	1314	EL TERRITORIO EN EL QUE SE ENCUENTRA ASENTADA LA COMUNIDAD DESPLAZADA ES: 	4273	UN TERRENO EN INVASIÓN (OCUPACIÓN ILEGAL)	SI	SI
1	50	2	GE	1315	¿EN QUÉ TIPO DE ALOJAMIENTO HABITA LA COMUNIDAD? 	4274	UNIDADES FAMILIARES	SI	SI
1	50	2	GE	1315	¿EN QUÉ TIPO DE ALOJAMIENTO HABITA LA COMUNIDAD? 	4275	UNIDADES COMUNITARIAS	SI	SI
1	50	3	GE	1316	IDENTIFIQUE SOBRE EL TERRITORIO Y CON EL ACOMPAÑAMIENTO DE LAS PERSONAS DELEGADAS PARA LA PRESENTACIÓN DE LA ENTREVISTA SI ¿EL TERRITORIO EN EL QUE SE ENCUENTRA ASENTADA LA COMUNIDAD CUENTAN CON RECURSOS NATURALES (MADERA, PAJA, LIANAS, FIBRAS, ETC.) PARA CONSTRUIR O ADECUAR LA (S) UNIDAD (ES) EN LA QUE HABITA LA COMUNIDAD?	4276	MADERA	SI	SI
1	50	3	GE	1316	IDENTIFIQUE SOBRE EL TERRITORIO Y CON EL ACOMPAÑAMIENTO DE LAS PERSONAS DELEGADAS PARA LA PRESENTACIÓN DE LA ENTREVISTA SI ¿EL TERRITORIO EN EL QUE SE ENCUENTRA ASENTADA LA COMUNIDAD CUENTAN CON RECURSOS NATURALES (MADERA, PAJA, LIANAS, FIBRAS, ETC.) PARA CONSTRUIR O ADECUAR LA (S) UNIDAD (ES) EN LA QUE HABITA LA COMUNIDAD?	4277	PAJA	SI	SI
1	50	3	GE	1316	IDENTIFIQUE SOBRE EL TERRITORIO Y CON EL ACOMPAÑAMIENTO DE LAS PERSONAS DELEGADAS PARA LA PRESENTACIÓN DE LA ENTREVISTA SI ¿EL TERRITORIO EN EL QUE SE ENCUENTRA ASENTADA LA COMUNIDAD CUENTAN CON RECURSOS NATURALES (MADERA, PAJA, LIANAS, FIBRAS, ETC.) PARA CONSTRUIR O ADECUAR LA (S) UNIDAD (ES) EN LA QUE HABITA LA COMUNIDAD?	4278	LIANA (BEJUCO)	SI	SI
1	50	3	GE	1316	IDENTIFIQUE SOBRE EL TERRITORIO Y CON EL ACOMPAÑAMIENTO DE LAS PERSONAS DELEGADAS PARA LA PRESENTACIÓN DE LA ENTREVISTA SI ¿EL TERRITORIO EN EL QUE SE ENCUENTRA ASENTADA LA COMUNIDAD CUENTAN CON RECURSOS NATURALES (MADERA, PAJA, LIANAS, FIBRAS, ETC.) PARA CONSTRUIR O ADECUAR LA (S) UNIDAD (ES) EN LA QUE HABITA LA COMUNIDAD?	4279	FIBRAS	SI	SI
1	50	3	GE	1316	IDENTIFIQUE SOBRE EL TERRITORIO Y CON EL ACOMPAÑAMIENTO DE LAS PERSONAS DELEGADAS PARA LA PRESENTACIÓN DE LA ENTREVISTA SI ¿EL TERRITORIO EN EL QUE SE ENCUENTRA ASENTADA LA COMUNIDAD CUENTAN CON RECURSOS NATURALES (MADERA, PAJA, LIANAS, FIBRAS, ETC.) PARA CONSTRUIR O ADECUAR LA (S) UNIDAD (ES) EN LA QUE HABITA LA COMUNIDAD?	4280	ADOBE	SI	SI
